"Word"	"PoSes"	"FqBand"	"OECRank"	"CEFRLevel"	"NextWord1"	"NextWord2"	"NextWord3"	"Length"	"Reps"	"Count"	"Verse"	"Bridge"	"Chorus"	"Refrain"	"InOut"	"Albums"	"Songs"	"AlbumOccurrences"
"chart"	"Noun, Verb"	10		"A1"	""	""	""	5	0	2	0	0	0	2	0	1	1	"MID#2"
"cheek"	"Noun"	10		"B2"	""	""	""	5	0	1	0	1	0	0	0	1	1	"NEN#1"
"cheeks"	"Noun"	10		"B2"	"pink#2"	"are#1"	"were#1"	6	2	14	4	1	9	0	0	4	6	"RED#2, NEN#7, MID#3, TPD#2"
"chemicals"	"Noun"	10		"B1"	"hit#2"	""	""	9	0	2	1	0	0	0	1	1	1	"TPD#2"
"chocolate"	"Noun"	10		"A1"	""	""	""	9	0	1	1	0	0	0	0	1	1	"TPD#1"
"cliff"	"Noun"	10		"B2"	""	""	""	5	0	1	0	0	1	0	0	1	1	"EVE#1"
"clock"	"Noun, Verb"	10		"A1"	""	""	""	5	0	3	0	1	0	0	2	2	2	"NEN#2, EVE#1"
"clocks"	"Noun, Verb"	10		"A1"	"tethered#1"	""	""	6	0	1	0	0	1	0	0	1	1	"TPD#1"
"closet"	"Noun, Verb"	10		""	"trying#1"	""	""	6	0	3	0	2	1	0	0	3	3	"RED#1, FOL#1, TPD#1"
"closets"	"Noun, Verb"	10		""	"like#1"	""	""	7	0	3	1	2	0	0	0	2	3	"EVE#2, TPD#1"
"clothing"	"Noun"	10		"A2"	""	""	""	8	0	1	0	0	1	0	0	1	1	"TPD#1"
"clues"	"Noun"	10		"B1"	""	""	""	5	0	4	2	0	2	0	0	2	3	"FOL#2, TPD#2"
"combat"	"Noun, Verb"	10		"C1"	"i'm#2"	""	""	6	0	4	2	0	0	0	2	1	1	"LVR#4"
"comfort"	"Noun, Verb"	10		"B2"	"is#1"	""	""	7	0	1	1	0	0	0	0	1	1	"TPD#1"
"concerts"	"Noun"	10		"A1"	"every#1"	""	""	8	0	1	0	0	0	0	1	1	1	"RED#1"
"congressman"	"Noun"	10		""	""	""	""	11	0	1	0	0	1	0	0	1	1	"MID#1"
"contest"	"Noun, Verb"	10		"B2"	""	""	""	7	0	2	1	1	0	0	0	2	2	"SPN#1, MID#1"
"convictions"	"Noun"	10		"C1"	""	""	""	11	0	1	1	0	0	0	0	1	1	"FOL#1"
"couch"	"Noun, Verb"	10		""	""	""	""	5	0	5	1	0	3	0	1	3	4	"SPN#1, RED#1, NEN#3"
"counter"	"Noun, Verb, Adje"	10		"B2"	"was#1"	"your#1"	""	7	0	3	3	0	0	0	0	2	3	"SPN#2, RED#1"
"courage"	"Noun"	10		"B2"	""	""	""	7	0	1	1	0	0	0	0	1	1	"FOL#1"
"cousins"	"Noun"	10		"A1"	""	""	""	7	0	1	1	0	0	0	0	1	1	"TPD#1"
"cowboy"	"Noun"	10		""	"like#4"	""	""	6	0	4	0	0	1	3	0	1	1	"EVE#4"
"crash"	"Noun, Verb"	10		"B2"	""	""	""	5	0	7	1	1	3	0	2	3	4	"NEN#2, LVR#1, TPD#4"
"creek"	"Noun"	10		""	"beds#1"	""	""	5	0	2	1	0	1	0	0	2	2	"TSW#1, FOL#1"
"creeks"	"Noun"	10		""	"running#1"	""	""	6	0	1	1	0	0	0	0	1	1	"OTH#1"
"crown"	"Noun, Verb"	10		"C1"	"is#1"	"now#1"	""	5	0	10	3	0	7	0	0	6	7	"SPN#1, REP#1, FOL#1, MID#1, TPD#4, ...MANY"
"crowns"	"Noun, Verb"	10		"C1"	""	""	""	6	0	1	0	1	0	0	0	1	1	"LVR#1"
"crystal"	"Noun"	10		"C1"	"skies#1"	""	""	7	0	1	1	0	0	0	0	1	1	"NEN#1"
"currency"	"Noun"	10		"B1"	""	""	""	8	0	1	1	0	0	0	0	1	1	"NEN#1"
"curve"	"Noun, Verb"	10		"B2"	"became#1"	""	""	5	0	3	3	0	0	0	0	2	2	"FOL#2, MID#1"
"darkness"	"Noun"	10		"B2"	""	""	""	8	0	2	2	0	0	0	0	2	2	"SPN#1, TPD#1"
"deadlines"	"Noun"	10		"B2"	""	""	""	9	0	1	0	0	1	0	0	1	1	"RED#1"
"deck"	"Noun, Verb"	10		"B2"	""	""	""	4	0	1	0	1	0	0	0	1	1	"EVE#1"
"demons"	"Noun"	10		"C1"	""	""	""	6	0	3	1	2	0	0	0	3	3	"RED#1, FOL#1, TPD#1"
"depths"	"Noun"	10		"B2"	""	""	""	6	0	1	0	1	0	0	0	1	1	"TPD#1"
"desert"	"Noun, Verb"	10		"A2"	""	""	""	6	0	2	1	0	1	0	0	2	2	"SPN#1, MID#1"
"devil"	"Noun, Verb"	10		"C1"	"because#2"	"turns#1"	""	5	0	9	1	1	7	0	0	4	5	"LVR#1, MID#4, TPD#1, LSG#3"
"devil's"	"Noun, Verb"	10		"C1"	""	""	""	7	0	2	0	0	2	0	0	1	1	"FOL#2"
"devils"	"Noun, Verb"	10		"C1"	"roll#2"	""	""	6	0	3	0	0	3	0	0	2	2	"LVR#2, TPD#1"
"diamond"	"Noun"	10		"B1"	"ring#1"	"sky#1"	""	7	0	2	2	0	0	0	0	2	2	"FER#1, FOL#1"
"diamond's"	"Noun"	10		"B1"	"gotta#1"	""	""	9	0	1	0	1	0	0	0	1	1	"MID#1"
"diamonds"	"Noun"	10		"B1"	""	""	""	8	0	8	0	2	4	0	2	3	3	"RED#1, MID#3, LSG#4"
"divorcée"	"Noun"	10		"B2"	""	""	""	8	0	1	1	0	0	0	0	1	1	"FOL#1"
"doc"	"Noun"	10		""	""	""	""	3	0	1	1	0	0	0	0	1	1	"FOL#1"
"doll"	"Noun"	10		""	"when#2"	""	""	4	0	3	1	0	2	0	0	2	2	"LVR#2, TPD#1"
"dolls"	"Noun"	10		""	"are#1"	""	""	5	0	3	0	2	1	0	0	3	3	"FOL#1, TPD#1, LSG#1"
"donor"	"Noun"	10		"C1"	""	""	""	5	0	1	1	0	0	0	0	1	1	"TPD#1"
"dragons"	"Noun"	10		""	""	""	""	7	0	2	0	0	2	0	0	1	1	"SPN#2"
"drama"	"Noun"	10		"A2"	"queens#1"	""	""	5	2	5	4	1	0	0	0	1	4	"REP#5"
"drawin'"	"Noun, Cont"	10		"A2"	"aces#1"	"hearts#1"	""	7	0	2	0	2	0	0	0	2	2	"EVE#1, TPD#1"
"drawing"	"Noun"	10		"A2"	""	""	""	7	0	2	0	0	2	0	0	1	1	"LVR#2"
"drinkin'"	"Noun, Cont"	10		""	"beer#1"	""	""	8	0	5	1	1	3	0	0	2	4	"REP#4, LVR#1"
"drinking"	"Noun"	10		""	"champagne#1"	""	""	8	0	1	0	1	0	0	0	1	1	"MID#1"
"dust"	"Noun, Verb"	10		"B1"	"collected#2"	"off#1"	""	4	0	6	3	0	2	0	1	4	5	"RED#2, NEN#1, EVE#2, TPD#1"
"eagles"	"Noun"	10		""	"t-shirt#1"	""	""	6	0	1	1	0	0	0	0	1	1	"EVE#1"
"earthquakes"	"Noun"	10		"B1"	""	""	""	11	0	1	0	1	0	0	0	1	1	"REP#1"
"eating"	"Noun"	10		""	""	""	""	6	0	1	1	0	0	0	0	1	1	"LSG#1"
"electricity"	"Noun"	10		"A2"	""	""	""	11	0	1	0	1	0	0	0	1	1	"TPD#1"
"elevator"	"Noun"	10		""	"buttons#1"	""	""	8	0	1	1	0	0	0	0	1	1	"SPN#1"
"elevators"	"Noun"	10		""	""	""	""	9	0	1	0	0	1	0	0	1	1	"MID#1"
"empire"	"Noun"	10		"B2"	"belongs#1"	""	""	6	0	8	1	0	1	0	6	2	2	"SPN#7, LSG#1"
"equation"	"Noun"	10		"C1"	""	""	""	8	0	1	0	0	1	0	0	1	1	"MID#1"
"fabric"	"Noun"	10		"B2"	""	""	""	6	0	2	0	0	2	0	0	1	1	"TPD#2"
"fame"	"Noun"	10		"B2"	""	""	""	4	0	5	1	0	3	0	1	2	2	"RED#1, MID#4"
"fantasies"	"Noun"	10		"B2"	"has#1"	""	""	9	0	3	1	2	0	0	0	1	3	"TPD#3"
"fantasy"	"Noun"	10		"B2"	""	""	""	7	0	5	3	2	0	0	0	4	4	"TSW#1, NEN#1, EVE#2, LSG#1"
"fate"	"Noun"	10		"C1"	"should#1"	""	""	4	0	19	2	4	11	0	2	5	9	"SPN#6, RED#1, LVR#2, TPD#3, LSG#7"
"fates"	"Noun"	10		"C1"	""	""	""	5	0	1	1	0	0	0	0	1	1	"MID#1"
"fence"	"Noun, Verb"	10		"B1"	"is#3"	""	""	5	0	4	1	0	3	0	0	2	2	"REP#1, MID#3"
"fences"	"Noun, Verb"	10		"B1"	""	""	""	6	0	5	3	0	2	0	0	4	4	"NEN#1, FOL#1, MID#1, TPD#2"
"fiction"	"Noun"	10		"A2"	""	""	""	7	0	10	0	0	8	0	2	1	1	"NEN#10"
"fightin'"	"Noun, Cont"	10		"B1"	""	""	""	8	0	5	0	0	5	0	0	2	2	"FER#3, NEN#2"
"fighting"	"Noun"	10		"B1"	"dragons#2"	"back#1"	""	8	0	6	2	1	3	0	0	4	5	"SPN#2, RED#2, LVR#1, FOL#1"
"finance"	"Noun, Verb"	10		"B2"	"guy#2"	""	""	7	0	2	1	0	0	0	1	1	1	"TPD#2"
"flame"	"Noun, Verb"	10		"B2"	"bruise#1"	""	""	5	0	5	2	0	3	0	0	3	3	"SPN#3, RED#1, NEN#1"
"flames"	"Noun"	10		"B2"	"each#1"	""	""	6	0	10	3	1	6	0	0	5	7	"SPN#1, NEN#4, REP#2, FOL#1, TPD#2"
"flesh"	"Noun"	10		"C1"	"wound#1"	""	""	5	0	2	1	0	1	0	0	2	2	"FOL#1, TPD#1"
"flood"	"Noun, Verb"	10		"B1"	"carry#1"	""	""	5	0	1	1	0	0	0	0	1	1	"NEN#1"
"floods"	"Noun, Verb"	10		"B1"	""	""	""	6	0	1	1	0	0	0	0	1	1	"FER#1"
"fool"	"Noun, Verb, Adje"	10		"B2"	"no#1"	""	""	4	0	4	3	1	0	0	0	4	4	"REP#1, FOL#1, EVE#1, TPD#1"
"fools"	"Noun, Verb"	10		"B2"	""	""	""	5	0	3	3	0	0	0	0	1	2	"TPD#3"
"fortune"	"Noun"	10		"B2"	""	""	""	7	0	1	1	0	0	0	0	1	1	"RED#1"
"freshman"	"Noun"	10		""	"year#1"	""	""	8	0	1	1	0	0	0	0	1	1	"FER#1"
"friendship"	"Noun"	10		"B1"	"bracelets#1"	""	""	10	0	2	0	1	1	0	0	2	2	"MID#1, LSG#1"
"furniture"	"Noun"	10		"A2"	""	""	""	9	0	1	1	0	0	0	0	1	1	"NEN#1"
"galaxies"	"Noun"	10		""	""	""	""	8	0	1	1	0	0	0	0	1	1	"TPD#1"
"gaze"	"Noun, Verb"	10		"C1"	""	""	""	4	0	1	1	0	0	0	0	1	1	"RED#1"
"gestures"	"Noun, Verb"	10		"B2"	"are#1"	""	""	8	0	1	1	0	0	0	0	1	1	"SPN#1"
"ghost"	"Noun, Verb"	10		"B1"	"town#3"	"like#1"	"shakin'#1"	5	0	10	4	2	4	0	0	6	8	"SPN#3, NEN#2, REP#2, LVR#1, MID#1, ...MANY"
"ghosts"	"Noun"	10		"B1"	""	""	""	6	0	11	4	3	3	0	1	6	7	"SPN#1, NEN#4, MID#3, TPD#1, LSG#1, ...MANY"
"globe"	"Noun"	10		"B2"	"'round#1"	""	""	5	0	1	0	1	0	0	0	1	1	"NEN#1"
"glory"	"Noun, Verb"	10		"C1"	"give#2"	"faded#1"	""	5	0	4	2	0	2	0	0	3	3	"LVR#1, MID#1, TPD#2"
"gloves"	"Noun"	10		"B1"	""	""	""	6	0	2	1	0	1	0	0	1	2	"LVR#2"
"grace"	"Noun, Verb"	10		"C1"	""	""	""	5	0	8	1	1	4	0	2	4	5	"SPN#1, RED#3, REP#1, FOL#3"
"grain"	"Noun, Verb"	10		"B1"	""	""	""	5	0	1	1	0	0	0	0	1	1	"LSG#1"
"grave"	"Noun, Adje"	10		"C1"	"another#1"	""	""	5	0	9	3	0	6	0	0	4	7	"RED#1, FOL#1, TPD#2, LSG#5"
"graves"	"Noun"	10		"C1"	""	""	""	6	0	3	0	0	3	0	0	1	1	"TPD#3"
"gravity"	"Noun"	10		"C1"	""	""	""	7	0	2	2	0	0	0	0	2	2	"RED#1, REP#1"
"gravity's"	"Noun"	10		"C1"	"too#1"	""	""	9	0	1	1	0	0	0	0	1	1	"RED#1"
"grip"	"Noun, Verb"	10		"C1"	""	""	""	4	0	2	0	1	1	0	0	2	2	"NEN#1, TPD#1"
"groceries"	"Noun"	10		"B2"	""	""	""	9	0	1	1	0	0	0	0	1	1	"RED#1"
"grocery"	"Noun"	10		"B2"	"line#1"	"store#1"	""	7	0	2	1	1	0	0	0	2	2	"FOL#1, EVE#1"
"guitar"	"Noun"	10		"A1"	"string#1"	""	""	6	0	5	0	2	3	0	0	3	3	"TSW#3, FER#1, LVR#1"
"gym"	"Noun"	10		"A1"	""	""	""	3	0	6	1	0	5	0	0	2	2	"FOL#1, TPD#5"
"hallway"	"Noun"	10		""	"she's#4"	"well#1"	""	7	0	12	5	1	4	0	2	6	8	"TSW#1, SPN#1, RED#3, LVR#4, EVE#1, ...MANY"
"handful"	"Noun"	10		"C1"	"baby#1"	""	""	7	0	1	1	0	0	0	0	1	1	"LVR#1"
"happiness"	"Noun"	10		"B1"	"after#3"	"because#3"	""	9	0	15	0	0	15	0	0	2	2	"TSW#3, EVE#12"
"harbor"	"Noun, Verb"	10		""	""	""	""	6	0	1	0	1	0	0	0	1	1	"SPN#1"
"harm"	"Noun, Verb"	10		"B2"	"mind#1"	""	""	4	0	1	0	0	1	0	0	1	1	"EVE#1"
"headlines"	"Noun"	10		"B1"	""	""	""	9	0	1	1	0	0	0	0	1	1	"TPD#1"
"heels"	"Noun"	10		"B2"	"love#4"	"break#1"	""	5	0	8	3	0	5	0	0	4	5	"FER#1, RED#1, FOL#5, EVE#1"
"hip"	"Noun, Adje"	10		"B2"	"scared#1"	""	""	3	0	1	1	0	0	0	0	1	1	"RED#1"
"hips"	"Noun"	10		"B2"	""	""	""	4	0	5	0	3	2	0	0	2	3	"NEN#2, LVR#3"
"homeland"	"Noun"	10		"C1"	"anymore#2"	""	""	8	0	2	0	0	2	0	0	1	1	"FOL#2"
"humor"	"Noun, Verb"	10		""	"like#1"	""	""	5	0	1	1	0	0	0	0	1	1	"FER#1"
"hunter"	"Noun"	10		""	""	""	""	6	0	2	1	1	0	0	0	2	2	"MID#1, TPD#1"
"hunters"	"Noun"	10		""	""	""	""	7	0	4	1	1	2	0	0	2	2	"NEN#3, FOL#1"
"hunting"	"Noun"	10		"B2"	"witches#1"	""	""	7	0	1	1	0	0	0	0	1	1	"FOL#1"
"hurricane"	"Noun"	10		"B1"	""	""	""	9	0	1	1	0	0	0	0	1	1	"TPD#1"
"idiots"	"Noun"	10		"C1"	""	""	""	6	0	3	0	0	3	0	0	1	1	"TPD#3"
"impression"	"Noun"	10		"B1"	""	""	""	10	0	1	1	0	0	0	0	1	1	"TPD#1"
"infant"	"Noun"	10		"C1"	""	""	""	6	0	1	0	1	0	0	0	1	1	"TPD#1"
"integrity"	"Noun"	10		"C1"	"makes#1"	""	""	9	0	1	1	0	0	0	0	1	1	"FOL#1"
"jacket"	"Noun"	10		"A1"	"'round#1"	""	""	6	0	3	1	0	2	0	0	2	2	"SPN#2, LVR#1"
"jeans"	"Noun"	10		"A1"	"got#1"	"Tennessee#1"	""	5	0	8	5	0	3	0	0	5	6	"TSW#4, FER#1, SPN#1, REP#1, LVR#1"
"jet"	"Noun, Verb"	10		"B2"	"stream#4"	""	""	3	0	4	1	0	3	0	0	2	2	"REP#3, TPD#1"
"joy"	"Noun"	10		"B2"	""	""	""	3	0	2	0	1	1	0	0	1	1	"TPD#2"
"killin'"	"Noun, Cont"	10		"B1"	""	""	""	7	0	9	1	0	8	0	0	2	2	"FER#1, SPN#8"
"killing"	"Noun"	10		"B1"	"time#2"	""	""	7	0	4	0	1	3	0	0	2	3	"LVR#2, TPD#2"
"kingdom"	"Noun"	10		"C1"	"lights#3"	"inside#2"	"come#1"	7	0	7	1	0	5	0	1	3	4	"SPN#3, REP#3, FOL#1"
"lap"	"Noun, Verb"	10		"C1"	"'cause#3"	""	""	3	0	4	1	0	3	0	0	1	2	"MID#4"
"laughter"	"Noun"	10		"A2"	"disaster#1"	"faking#1"	""	8	0	2	2	0	0	0	0	2	2	"SPN#1, RED#1"
"lawn"	"Noun"	10		"C1"	""	""	""	4	0	2	1	1	0	0	0	2	2	"FOL#1, TPD#1"
"legacy"	"Noun"	10		"C1"	""	""	""	6	2	4	0	4	0	0	0	2	2	"MID#3, TPD#1"
"legend"	"Noun"	10		"B2"	"has#1"	""	""	6	0	2	2	0	0	0	0	2	2	"RED#1, LSG#1"
"legends"	"Noun"	10		"B2"	""	""	""	7	0	2	0	0	2	0	0	1	1	"NEN#2"
"license"	"Noun, Verb"	10		"C1"	"when#1"	""	""	7	0	1	0	1	0	0	0	1	1	"EVE#1"
"licenses"	"Noun, Verb"	10		"C1"	""	""	""	8	0	1	1	0	0	0	0	1	1	"TPD#1"
"lifetime"	"Noun"	10		"B2"	""	""	""	8	0	3	2	0	1	0	0	2	3	"SPN#1, EVE#2"
"lifetimes"	"Noun"	10		"B2"	""	""	""	9	0	3	1	0	1	0	1	2	2	"FOL#1, TPD#2"
"lion"	"Noun"	10		"A1"	""	""	""	4	0	1	0	0	1	0	0	1	1	"TPD#1"
"lover"	"Noun"	10		""	"makin'#1"	""	""	5	0	10	1	3	6	0	0	3	4	"RED#1, REP#1, LVR#8"
"lover's"	"Noun"	10		""	"game#1"	""	""	7	0	1	1	0	0	0	0	1	1	"MID#1"
"lovers"	"Noun"	10		""	"are#4"	"closer#1"	"laughin'#1"	6	0	9	5	2	0	0	2	4	6	"SPN#1, RED#1, TPD#2, LSG#5"
"lungs"	"Noun"	10		"B2"	""	""	""	5	0	1	0	0	1	0	0	1	1	"NEN#1"
"mail"	"Noun, Verb"	10		"A2"	"back#1"	""	""	4	0	1	1	0	0	0	0	1	1	"RED#1"
"makeup"	"Noun"	10		""	""	""	""	6	0	1	0	0	1	0	0	1	1	"EVE#1"
"mall"	"Noun"	10		"B1"	"before#1"	""	""	4	0	5	1	1	1	0	2	3	3	"FOL#3, EVE#1, TPD#1"
"mama"	"Noun"	10		""	"don't#3"	"told#1"	""	4	0	5	0	1	4	0	0	3	3	"TSW#3, REP#1, LSG#1"
"mama's"	"Noun"	10		""	"waitin'#1"	""	""	6	0	1	1	0	0	0	0	1	1	"FER#1"
"mamas"	"Noun"	10		""	"smiled#2"	"cried#1"	""	5	0	3	2	0	1	0	0	1	1	"TSW#3"
"mates"	"Noun, Verb"	10		"B2"	"laughed#1"	""	""	5	0	4	1	0	3	0	0	2	2	"LVR#3, TPD#1"
"mess"	"Noun, Verb"	10		"B1"	"babe#1"	""	""	4	0	13	7	2	3	0	1	10	12	"TSW#1, FER#3, RED#1, NEN#1, REP#2, ...MANY"
"messes"	"Noun, Verb"	10		"B1"	"made#1"	""	""	6	0	1	1	0	0	0	0	1	1	"MID#1"
"midnight"	"Noun"	10		"A1"	"rain#3"	"leave#2"	"sea#1"	8	0	14	5	2	5	0	2	5	8	"RED#1, NEN#2, FOL#1, EVE#2, MID#8"
"midnights"	"Noun"	10		"A1"	"like#3"	"become#1"	""	9	0	7	1	0	3	0	3	2	3	"REP#3, MID#4"
"miracle"	"Noun"	10		"C1"	"unbelievable#3"	"move-on#1"	"was#1"	7	0	6	1	2	3	0	0	3	3	"TSW#3, RED#2, TPD#1"
"missile"	"Noun"	10		"C1"	""	""	""	7	0	1	1	0	0	0	0	1	1	"LVR#1"
"monster"	"Noun, Adje"	10		"B2"	""	""	""	7	0	2	1	1	0	0	0	2	2	"SPN#1, MID#1"
"monsters"	"Noun"	10		"B2"	"caught#1"	"turned#1"	""	8	0	2	0	1	1	0	0	2	2	"SPN#1, NEN#1"
"mood"	"Noun"	10		"B1"	""	""	""	4	0	1	1	0	0	0	0	1	1	"MID#1"
"mouse"	"Noun"	10		"A1"	""	""	""	5	0	1	1	0	0	0	0	1	1	"LVR#1"
"nails"	"Noun, Verb"	10		"B1"	""	""	""	5	0	2	2	0	0	0	0	2	2	"SPN#1, TPD#1"
"nerve"	"Noun, Verb"	10		"B2"	""	""	""	5	0	3	2	1	0	0	0	3	3	"TSW#1, LVR#1, EVE#1"
"nightmare"	"Noun"	10		"B2"	"dressed#1"	""	""	9	0	1	1	0	0	0	0	1	1	"NEN#1"
"nightmares"	"Noun"	10		"B2"	""	""	""	10	0	1	1	0	0	0	0	1	1	"TPD#1"
"operators"	"Noun"	10		"B2"	""	""	""	9	0	3	0	0	3	0	0	1	1	"LSG#3"
"organ"	"Noun"	10		"B2"	"starts#1"	""	""	5	0	1	1	0	0	0	0	1	1	"SPN#1"
"pace"	"Noun, Verb"	10		"B2"	"down#2"	"like#1"	""	4	0	4	0	1	1	0	2	3	3	"NEN#2, LVR#1, MID#1"
"paces"	"Noun, Verb"	10		"B2"	""	""	""	5	0	2	1	0	1	0	0	2	2	"SPN#1, REP#1"
"palace"	"Noun"	10		"A2"	"front#1"	""	""	6	0	3	2	1	0	0	0	3	3	"SPN#1, EVE#1, TPD#1"
"palm"	"Noun, Verb"	10		"B2"	""	""	""	4	0	8	1	0	7	0	0	3	3	"SPN#1, NEN#4, EVE#3"
"patch"	"Noun, Verb"	10		"C1"	"your#1"	""	""	5	0	4	2	1	1	0	0	4	4	"FER#1, LVR#1, FOL#1, EVE#1"
"peak"	"Noun, Verb"	10		"C1"	""	""	""	4	0	1	1	0	0	0	0	1	1	"FOL#1"
"peaks"	"Noun, Verb"	10		"C1"	"look#3"	""	""	5	0	3	0	0	3	0	0	1	1	"FOL#3"
"pen"	"Noun, Verb"	10		"A1"	""	""	""	3	0	3	0	2	0	0	1	3	3	"TSW#1, MID#1, TPD#1"
"pile"	"Noun, Verb"	10		"B2"	""	""	""	4	0	1	1	0	0	0	0	1	1	"RED#1"
"pills"	"Noun"	10		"B2"	""	""	""	5	0	2	2	0	0	0	0	2	2	"TPD#1, LSG#1"
"pine"	"Noun, Verb"	10		""	""	""	""	4	0	3	0	0	3	0	0	1	1	"MID#3"
"pines"	"Noun, Verb"	10		""	"won't#1"	""	""	5	0	1	1	0	0	0	0	1	1	"OTH#1"
"plot"	"Noun, Verb"	10		"B1"	"twists#1"	""	""	4	0	1	0	0	1	0	0	1	1	"TPD#1"
"poem"	"Noun"	10		"B1"	""	""	""	4	0	1	1	0	0	0	0	1	1	"MID#1"
"poems"	"Noun"	10		"B1"	"like#1"	""	""	5	0	2	1	0	1	0	0	2	2	"RED#1, TPD#1"
"poet"	"Noun"	10		"B1"	"trapped#2"	""	""	4	0	2	1	0	0	0	1	1	1	"TPD#2"
"poets"	"Noun"	10		"B1"	"went#3"	"department#2"	""	5	0	5	1	0	3	0	1	2	2	"FOL#3, TPD#2"
"porch"	"Noun"	10		""	"light#2"	"lights#1"	"steps#1"	5	0	7	4	1	2	0	0	5	7	"TSW#2, FER#1, SPN#1, FOL#2, TPD#1"
"portrait"	"Noun"	10		"B1"	"poses#1"	""	""	8	0	3	1	0	2	0	0	2	2	"EVE#2, TPD#1"
"portrait's"	"Noun"	10		"B1"	""	""	""	10	0	1	0	0	1	0	0	1	1	"LSG#1"
"pride"	"Noun, Verb"	10		"B2"	"are#1"	"because#1"	"like#1"	5	0	8	4	1	3	0	0	5	6	"FER#1, SPN#4, RED#1, MID#1, TPD#1"
"princess"	"Noun"	10		"B1"	""	""	""	8	0	5	0	0	5	0	0	1	2	"FER#5"
"princesses"	"Noun"	10		"B1"	""	""	""	10	0	1	1	0	0	0	0	1	1	"FER#1"
"privacy"	"Noun"	10		"B2"	"sign#1"	""	""	7	0	1	1	0	0	0	0	1	1	"MID#1"
"prize"	"Noun, Verb, Adje"	10		"A2"	"i'd#1"	""	""	5	0	2	2	0	0	0	0	2	2	"EVE#1, TPD#1"
"prizes"	"Noun, Verb"	10		"A2"	""	""	""	6	0	2	0	0	2	0	0	1	1	"LVR#2"
"proportion"	"Noun, Prep, Verb"	10		"B2"	"now#1"	""	""	10	0	1	1	0	0	0	0	1	1	"LVR#1"
"punishment"	"Noun"	10		"B1"	""	""	""	10	0	1	1	0	0	0	0	1	1	"TPD#1"
"rebel"	"Noun, Verb"	10		"C1"	""	""	""	5	0	4	0	0	4	0	0	1	1	"SPN#4"
"reflection"	"Noun"	10		"C1"	""	""	""	10	0	1	1	0	0	0	0	1	1	"LVR#1"
"remarks"	"Noun, Verb"	10		"B2"	""	""	""	7	0	2	1	1	0	0	0	1	2	"SPN#2"
"rep"	"Noun"	10		""	"started#1"	""	""	3	0	1	1	0	0	0	0	1	1	"LVR#1"
"reputation"	"Noun"	10		"B2"	"big#4"	"precedes#2"	"girl#1"	10	0	13	4	0	0	9	0	2	2	"SPN#1, REP#12"
"reputation's"	"Noun"	10		"B2"	"never#3"	""	""	12	0	3	0	0	2	0	1	1	1	"REP#3"
"reputations"	"Noun"	10		"B2"	"ah#2"	""	""	11	0	2	0	0	0	2	0	1	1	"REP#2"
"rifle"	"Noun, Verb"	10		"C1"	""	""	""	5	0	1	1	0	0	0	0	1	1	"FOL#1"
"romance"	"Noun, Adje, Verb"	10		"B2"	"is#1"	"let's#1"	"torn#1"	7	0	3	1	1	1	0	0	2	3	"SPN#1, MID#2"
"rose"	"Noun, Adje"	10		"B2"	"blush#2"	"garden#2"	"golden#1"	4	0	13	6	1	6	0	0	7	11	"RED#1, NEN#3, REP#2, LVR#1, FOL#1, ...MANY"
"roses"	"Noun"	10		"B2"	"portrait#1"	"that's#1"	""	5	0	4	3	0	1	0	0	4	4	"TSW#1, SPN#1, MID#1, TPD#1"
"rumors"	"Noun"	10		""	"are#4"	"'bout#2"	"fly#2"	6	0	10	3	2	5	0	0	4	6	"NEN#4, LVR#3, FOL#2, EVE#1"
"rumours"	"Noun"	10		""	"i'm#1"	""	""	7	0	1	1	0	0	0	0	1	1	"REP#1"
"saint"	"Noun"	10		"C1"	""	""	""	5	0	5	0	0	5	0	0	2	2	"SPN#3, RED#2"
"sake"	"Noun"	10		"C1"	""	""	""	4	0	1	0	1	0	0	0	1	1	"EVE#1"
"scandal"	"Noun"	10		"B2"	"does#1"	"was#1"	""	7	0	6	3	0	3	0	0	2	4	"TPD#3, LSG#3"
"scandals"	"Noun"	10		"B2"	""	""	""	8	0	1	0	0	1	0	0	1	1	"LSG#1"
"scheme"	"Noun, Verb"	10		"B2"	""	""	""	6	0	1	1	0	0	0	0	1	1	"TPD#1"
"schemes"	"Noun, Verb"	10		"B2"	""	""	""	7	0	1	1	0	0	0	0	1	1	"EVE#1"
"scouts"	"Noun, Verb"	10		""	"honor#2"	""	""	6	0	2	0	1	0	0	1	1	1	"TPD#2"
"script"	"Noun, Verb"	10		"B1"	""	""	""	6	0	1	1	0	0	0	0	1	1	"TPD#1"
"shade"	"Noun, Verb"	10		"B2"	"never#1"	""	""	5	0	8	3	0	4	0	1	5	6	"TSW#1, LVR#2, FOL#3, MID#1, TPD#1"
"shades"	"Noun, Verb"	10		"B2"	""	""	""	6	0	5	2	1	2	0	0	4	4	"RED#2, REP#1, TPD#1, LSG#1"
"shame"	"Noun, Verb"	10		"B2"	"didn't#1"	"she's#1"	""	5	0	20	3	4	11	0	2	5	8	"TSW#5, FER#2, RED#9, FOL#3, EVE#1"
"shelf"	"Noun"	10		"B1"	"life#1"	""	""	5	0	4	3	1	0	0	0	3	4	"FOL#1, MID#1, TPD#2"
"shelter"	"Noun, Verb"	10		"B2"	"here#1"	"when#1"	""	7	0	2	1	1	0	0	0	2	2	"SPN#1, LSG#1"
