"Word"	"PoSes"	"FqBand"	"OECRank"	"CEFRLevel"	"NextWord1"	"NextWord2"	"NextWord3"	"Length"	"Reps"	"Count"	"Verse"	"Bridge"	"Chorus"	"Refrain"	"InOut"	"Albums"	"Songs"	"AlbumOccurrences"
"deserve"	"Verb"	9		"B2"	"babe#1"	"prison#1"	"some#1"	7	0	7	2	1	3	0	1	5	5	"SPN#2, LVR#1, FOL#1, TPD#1, LSG#2"
"disappear"	"Verb"	9		"A2"	"when#1"	""	""	9	0	3	2	0	1	0	0	2	3	"RED#2, REP#1"
"disappears"	"Verb"	9		"A2"	""	""	""	10	0	1	1	0	0	0	0	1	1	"SPN#1"
"divide"	"Verb, Noun"	9		"B1"	"us#1"	""	""	6	0	3	1	0	2	0	0	2	2	"REP#1, EVE#2"
"doubted"	"Verb"	9		"B1"	""	""	""	7	0	1	1	0	0	0	0	1	1	"FER#1"
"drag"	"Verb, Noun"	9		"B2"	""	""	""	4	0	6	1	0	5	0	0	2	3	"FER#5, TPD#1"
"dragged"	"Verb"	9		"B2"	""	""	""	7	0	2	2	0	0	0	0	2	2	"MID#1, TPD#1"
"dreamed"	"Verb"	9		"A2"	""	""	""	7	0	5	0	1	4	0	0	4	5	"NEN#1, FOL#1, EVE#1, TPD#2"
"dreamt"	"Verb"	9		"A2"	""	""	""	6	0	1	0	1	0	0	0	1	1	"FOL#1"
"dress"	"Verb, Noun"	9		"A1"	"fearless#4"	"cried#3"	"unbuttoned#2"	5	0	49	11	0	35	0	3	11	19	"TSW#3, FER#7, SPN#4, RED#5, NEN#6, ...MANY"
"dresses"	"Verb, Noun"	9		"A1"	"gives#1"	""	""	7	0	1	1	0	0	0	0	1	1	"SPN#1"
"escape"	"Verb, Noun"	9		"B1"	""	""	""	6	0	4	3	1	0	0	0	4	4	"FER#1, REP#1, MID#1, TPD#1"
"gather"	"Verb, Noun"	9		"B1"	"here#1"	"stones#1"	""	6	0	2	2	0	0	0	0	1	1	"FOL#2"
"gathers"	"Verb"	9		"B1"	"'round#1"	""	""	7	0	1	0	1	0	0	0	1	1	"MID#1"
"granted"	"Verb"	9		"B2"	""	""	""	7	0	1	1	0	0	0	0	1	1	"RED#1"
"hosted"	"Verb"	9		"B2"	"parties#1"	""	""	6	0	1	0	1	0	0	0	1	1	"MID#1"
"insisting"	"Verb"	9		"B2"	""	""	""	9	0	1	1	0	0	0	0	1	1	"EVE#1"
"issued"	"Verb"	9		"B2"	""	""	""	6	0	1	1	0	0	0	0	1	1	"TPD#1"
"kiss"	"Verb, Noun"	9		"B1"	"how#2"	"him#1"	"it's#1"	4	0	51	8	8	34	0	1	11	27	"TSW#4, FER#6, SPN#9, RED#2, NEN#6, ...MANY"
"kissed"	"Verb"	9		"B1"	"your#1"	""	""	6	0	18	2	0	15	0	1	5	5	"FER#4, RED#1, NEN#1, MID#1, LSG#11"
"kisses"	"Verb, Noun"	9		"B1"	"pretty#1"	""	""	6	0	5	3	2	0	0	0	2	4	"NEN#3, LSG#2"
"knock"	"Verb, Noun"	9		"A2"	"anymore#2"	""	""	5	0	8	0	0	6	0	2	2	2	"NEN#2, LSG#6"
"knocked"	"Verb"	9		"A2"	"off#3"	""	""	7	0	5	2	0	3	0	0	3	3	"SPN#1, NEN#3, EVE#1"
"lasted"	"Verb"	9		"A2"	""	""	""	6	0	1	1	0	0	0	0	1	1	"RED#1"
"lasts"	"Verb"	9		"A2"	"forever#2"	""	""	5	0	5	3	0	2	0	0	3	3	"SPN#1, NEN#2, FOL#2"
"leaned"	"Verb"	9		"B2"	""	""	""	6	0	1	1	0	0	0	0	1	1	"RED#1"
"lift"	"Verb, Noun"	9		"A2"	""	""	""	4	0	5	1	1	3	0	0	2	3	"LVR#1, TPD#4"
"lock"	"Verb, Noun"	9		"A2"	"broken#2"	""	""	4	0	8	3	0	4	0	1	4	4	"RED#1, NEN#4, LVR#1, MID#2"
"locks"	"Verb, Noun"	9		"A2"	""	""	""	5	0	3	2	0	1	0	0	2	3	"SPN#1, TPD#2"
"mark"	"Verb, Noun"	9		"A2"	""	""	""	4	0	9	1	2	5	0	1	4	4	"NEN#2, REP#2, MID#3, TPD#2"
"marks"	"Verb, Noun"	9		"A2"	""	""	""	5	0	6	1	1	4	0	0	3	4	"REP#2, TPD#3, OTH#1"
"match"	"Verb, Noun"	9		"A1"	"then#1"	"your#1"	""	5	0	8	3	0	5	0	0	5	5	"TSW#4, NEN#1, REP#1, TPD#1, LSG#1"
"matches"	"Verb, Noun"	9		"A1"	"woah#3"	"before#1"	"burn#1"	7	0	6	2	1	3	0	0	3	4	"SPN#4, EVE#1, TPD#1"
"ought"	"Verb"	9		"B1"	""	""	""	5	0	1	1	0	0	0	0	1	1	"FER#1"
"owe"	"Verb"	9		"B2"	"him#2"	""	""	3	0	2	0	0	2	0	0	1	1	"REP#2"
"pack"	"Verb, Noun"	9		"A2"	"your#3"	"us#1"	""	4	0	4	1	0	3	0	0	2	3	"FOL#2, TPD#2"
"paint"	"Verb, Noun"	9		"A1"	"did#1"	"dreamscapes#1"	"set#1"	5	0	15	8	2	5	0	0	10	12	"TSW#1, FER#1, SPN#1, RED#1, REP#1, ...MANY"
"pose"	"Verb, Noun"	9		"B2"	""	""	""	4	0	1	1	0	0	0	0	1	1	"LSG#1"
"poses"	"Verb, Noun"	9		"B2"	""	""	""	5	0	1	1	0	0	0	0	1	1	"TPD#1"
"pour"	"Verb"	9		"B1"	""	""	""	4	0	1	1	0	0	0	0	1	1	"FOL#1"
"pray"	"Verb"	9		"B1"	""	""	""	4	0	6	3	1	2	0	0	3	4	"LVR#2, MID#2, TPD#2"
"prayed"	"Verb"	9		"B1"	""	""	""	6	0	2	0	0	2	0	0	2	2	"SPN#1, TPD#1"
"prefer"	"Verb"	9		"A1"	"hiding#1"	""	""	6	0	1	0	1	0	0	0	1	1	"MID#1"
"pretend"	"Verb, Adje"	9		"B1"	"it's#7"	"alleyways#2"	"just#1"	7	0	19	1	3	13	0	2	6	10	"FER#1, NEN#5, REP#5, LVR#4, MID#2, ...MANY"
"pretends"	"Verb"	9		"B1"	""	""	""	8	0	1	1	0	0	0	0	1	1	"RED#1"
"relax"	"Verb"	9		"A1"	"it'll#1"	""	""	5	0	1	1	0	0	0	0	1	1	"SPN#1"
"reply"	"Verb, Noun"	9		"A2"	""	""	""	5	0	1	1	0	0	0	0	1	1	"RED#1"
"rid"	"Verb"	9		"B2"	""	""	""	3	0	2	1	1	0	0	0	2	2	"RED#1, LSG#1"
"rush"	"Verb, Noun"	9		"B2"	"gold#2"	"into#2"	"fuck#1"	4	0	13	1	1	11	0	0	5	5	"FER#3, RED#1, NEN#2, EVE#6, TPD#1"
"rushes"	"Verb, Noun"	9		"B2"	""	""	""	6	0	2	0	2	0	0	0	1	1	"REP#2"
"scream"	"Verb, Noun"	9		"B2"	"your#2"	"ferociously#1"	""	6	0	11	1	3	6	0	1	4	7	"FER#3, LVR#3, FOL#2, TPD#3"
"screamed"	"Verb"	9		"B2"	"fuck#2"	"thank#1"	"your#1"	8	0	6	0	1	5	0	0	3	4	"FER#1, NEN#1, TPD#4"
"screams"	"Verb, Noun"	9		"B2"	"your#5"	"oh#1"	""	7	0	8	1	1	6	0	0	3	4	"NEN#2, LVR#5, MID#1"
"searched"	"Verb"	9		"A2"	"Aurora-Borealis#1"	""	""	8	0	3	2	1	0	0	0	2	3	"NEN#1, MID#2"
"shift"	"Verb, Noun"	9		"B2"	""	""	""	5	0	1	1	0	0	0	0	1	1	"MID#1"
"slip"	"Verb, Noun"	9		"B2"	"through#1"	""	""	4	0	4	0	1	3	0	0	1	2	"TPD#4"
"slows"	"Verb"	9		"B1"	"down#3"	""	""	5	0	3	0	1	2	0	0	1	1	"FER#3"
"smell"	"Verb, Noun"	9		"A2"	"like#1"	""	""	5	0	3	3	0	0	0	0	3	3	"SPN#1, FOL#1, TPD#1"
"smells"	"Verb, Noun"	9		"A2"	"like#2"	""	""	6	0	2	2	0	0	0	0	2	2	"RED#1, EVE#1"
"smoke"	"Verb, Noun"	9		"A2"	"rings#2"	"billows#1"	"cloud#1"	5	0	9	3	2	4	0	0	5	8	"SPN#1, NEN#1, LVR#2, FOL#1, TPD#4"
"solve"	"Verb"	9		"A2"	"them#6"	""	""	5	0	8	2	0	6	0	0	2	3	"RED#2, NEN#6"
"struggled"	"Verb"	9		"B2"	"through#1"	""	""	9	0	1	1	0	0	0	0	1	1	"NEN#1"
"swear"	"Verb"	9		"B2"	"i'm#2"	"scouts#2"	"i'd#1"	5	0	15	4	7	3	0	1	8	14	"SPN#2, RED#2, REP#1, LVR#1, FOL#1, ...MANY"
"switch"	"Verb, Noun"	9		"B1"	"sides#1"	""	""	6	0	2	2	0	0	0	0	2	2	"NEN#1, MID#1"
"swore"	"Verb"	9		"B2"	""	""	""	5	0	7	4	0	3	0	0	4	6	"FER#4, SPN#1, TPD#1, LSG#1"
"threaten"	"Verb"	9		"B2"	""	""	""	8	0	1	1	0	0	0	0	1	1	"LVR#1"
"threatens"	"Verb"	9		"B2"	""	""	""	9	0	1	1	0	0	0	0	1	1	"TPD#1"
"tie"	"Verb, Noun"	9		"A2"	""	""	""	3	0	2	1	0	1	0	0	2	2	"NEN#1, TPD#1"
"ties"	"Verb, Noun"	9		"A2"	"were#1"	""	""	4	0	1	1	0	0	0	0	1	1	"REP#1"
"tore"	"Verb"	9		"B2"	"your#1"	""	""	4	0	3	2	1	0	0	0	3	3	"SPN#1, RED#1, MID#1"
"train"	"Verb, Noun"	9		"A2"	"could#3"	"runs#1"	"through#1"	5	0	10	4	1	5	0	0	5	8	"RED#1, LVR#1, FOL#2, EVE#4, TPD#2"
"trains"	"Verb, Noun"	9		"A2"	""	""	""	6	0	1	1	0	0	0	0	1	1	"NEN#1"
"warn"	"Verb"	9		"B1"	"ya#2"	"him#1"	""	4	0	5	3	2	0	0	0	2	2	"NEN#2, TPD#3"
"warned"	"Verb"	9		"B1"	"us#2"	""	""	6	0	2	0	0	2	0	0	1	1	"LVR#2"
"wash"	"Verb, Noun"	9		"A1"	"your#1"	""	""	4	0	2	2	0	0	0	0	2	2	"MID#1, TPD#1"
"wrap"	"Verb, Noun"	9		"B2"	"your#4"	"around#1"	""	4	0	5	0	2	3	0	0	3	3	"LVR#2, FOL#2, LSG#1"
"asleep"	"Adje"	10		"A2"	""	""	""	6	0	6	4	1	1	0	0	6	6	"FER#1, SPN#1, RED#1, NEN#1, REP#1, ...MANY"
"awful"	"Adje, Adve"	10		"A2"	"thanks#1"	""	""	5	0	3	2	0	0	0	1	2	2	"MID#1, TPD#2"
"bare"	"Adje, Verb"	10		"C1"	"feet#3"	"hands#1"	"naked#1"	4	0	5	3	1	0	0	1	4	4	"RED#2, FOL#1, TPD#1, LSG#1"
"bitter"	"Adje, Noun"	10		"B2"	"things#1"	""	""	6	0	3	1	2	0	0	0	2	3	"SPN#1, TPD#2"
"blind"	"Adje, Verb, Noun"	10		"B2"	"faith#4"	"hoping#2"	"dates#1"	5	0	16	5	0	10	0	1	6	8	"SPN#1, RED#1, NEN#6, LVR#4, MID#3, ...MANY"
"bloody"	"Adje, Adve, Verb"	10		""	""	""	""	6	0	1	1	0	0	0	0	1	1	"FOL#1"
"bold"	"Adje"	10		"B2"	"was#1"	""	""	4	0	1	1	0	0	0	0	1	1	"FOL#1"
"boring"	"Adje"	10		"A1"	"Barbie#1"	""	""	6	0	2	1	1	0	0	0	2	2	"TPD#1, LSG#1"
"brave"	"Adje, Verb, Noun"	10		"B1"	"thing#4"	"man#1"	""	5	0	11	2	2	7	0	0	6	7	"FER#1, RED#2, FOL#2, EVE#4, TPD#1, ...MANY"
"bravest"	"Adje"	10		"B1"	"thing#1"	""	""	7	0	1	0	0	1	0	0	1	1	"RED#1"
"broken"	"Adje"	10		"A2"	"heart#5"	"hearts#3"	"slur#2"	6	0	20	3	3	10	0	4	7	11	"RED#2, NEN#1, REP#1, FOL#4, MID#3, ...MANY"
"changin'"	"Adje, Noun, Cont"	10		""	""	""	""	8	0	2	0	2	0	0	0	2	2	"FOL#1, TPD#1"
"changing"	"Adje, Noun"	10		""	"minds#1"	"your#1"	""	8	0	2	2	0	0	0	0	2	2	"SPN#1, RED#1"
"classic"	"Adje, Noun"	10		"B2"	"thing#3"	""	""	7	0	4	0	1	3	0	0	2	2	"SPN#1, NEN#3"
"closed"	"Adje"	10		"A2"	"drank#1"	""	""	6	0	2	2	0	0	0	0	2	2	"EVE#1, MID#1"
"closer"	"Adje"	10		""	""	""	""	6	0	9	5	2	2	0	0	4	7	"FER#2, RED#3, MID#1, TPD#3"
"complicated"	"Adje"	10		"B2"	"he's#1"	""	""	11	0	2	1	1	0	0	0	2	2	"FER#1, SPN#1"
"crucial"	"Adje"	10		"B2"	"evidence#1"	""	""	7	0	1	1	0	0	0	0	1	1	"TPD#1"
"curious"	"Adje"	10		"B2"	"child#1"	"minds#1"	"time#1"	7	0	3	1	0	2	0	0	3	3	"NEN#1, FOL#1, TPD#1"
"cute"	"Adje"	10		"B2"	""	""	""	4	0	1	1	0	0	0	0	1	1	"RED#1"
"damn"	"Adje, Verb, Inte, Adve, Noun"	10		""	"season#4"	"sure#3"	"night#2"	4	0	20	5	3	11	0	1	9	11	"TSW#1, NEN#1, REP#2, LVR#1, FOL#1, ...MANY"
"dear"	"Adje, Inte, Noun, Adve"	10		"A1"	"reader#7"	"John#4"	"boy#1"	4	0	16	9	1	6	0	0	5	5	"SPN#4, LVR#1, FOL#2, MID#7, LSG#2"
"desperate"	"Adje"	10		"B2"	"people#1"	"prayers#1"	""	9	0	2	1	1	0	0	0	2	2	"LVR#1, MID#1"
"dirtiest"	"Adje"	10		"A1"	"jokes#1"	"work#1"	""	8	0	2	1	1	0	0	0	2	2	"LVR#1, FOL#1"
"dirty"	"Adje, Verb, Adve"	10		"A1"	"dreams#2"	"cheats#1"	""	5	2	5	0	3	2	0	0	3	3	"NEN#2, LVR#2, LSG#1"
"distant"	"Adje"	10		"B2"	"diamond#1"	""	""	7	0	1	1	0	0	0	0	1	1	"FER#1"
"downtown"	"Adje, Adve, Noun"	10		"B2"	"bars#1"	""	""	8	3	5	3	2	0	0	0	3	3	"NEN#1, FOL#1, TPD#3"
"dramatic"	"Adje"	10		"B2"	"turn#1"	""	""	8	0	1	1	0	0	0	0	1	1	"RED#1"
"drivin'"	"Adje, Noun, Cont"	10		"C1"	"away#1"	""	""	7	0	6	2	0	3	0	1	4	4	"FER#1, REP#3, LVR#1, MID#1"
"driving"	"Adje, Noun"	10		"C1"	"down#1"	"myself#1"	""	7	0	5	3	1	0	0	1	3	4	"FER#2, RED#2, TPD#1"
"drunk"	"Adje, Noun"	10		"B1"	"under#1"	""	""	5	0	21	6	3	9	0	3	6	13	"SPN#1, NEN#7, REP#2, LVR#6, FOL#3, ...MANY"
"dumb"	"Adje"	10		"C1"	"house#1"	""	""	4	0	3	2	1	0	0	0	3	3	"NEN#1, TPD#1, LSG#1"
"endless"	"Adje"	10		"C1"	"February#1"	"look#1"	""	7	0	2	2	0	0	0	0	2	2	"RED#1, TPD#1"
"excitin'"	"Adje, Cont"	10		"A1"	""	""	""	8	0	2	0	0	2	0	0	1	1	"NEN#2"
"fake"	"Adje, Verb, Noun"	10		"B2"	"dice#2"	"is#1"	"news#1"	4	15	31	3	2	25	0	1	6	10	"TSW#3, NEN#18, LVR#2, EVE#2, MID#1, ...MANY"
"gentle"	"Adje, Verb"	10		"B1"	"'til#2"	"survived#1"	""	6	0	3	0	0	3	0	0	1	2	"TPD#3"
"given"	"Adje, Noun"	10		""	"minute#1"	""	""	5	0	8	3	0	4	0	1	4	6	"TSW#4, RED#2, EVE#1, LSG#1"
"handsome"	"Adje"	10		""	"you're#1"	""	""	8	0	3	1	0	2	0	0	2	2	"NEN#2, REP#1"
"inner"	"Adje"	10		"B2"	"life#1"	""	""	5	0	1	0	1	0	0	0	1	1	"TPD#1"
"innocent"	"Adje, Noun"	10		"B1"	"light#1"	""	""	8	0	11	2	2	7	0	0	4	5	"FER#1, SPN#7, RED#1, LSG#2"
"insane"	"Adje"	10		""	""	""	""	6	0	14	2	0	11	0	1	4	5	"FER#3, RED#1, NEN#9, REP#1"
"invisible"	"Adje"	10		"C1"	"string#3"	"locket#2"	"smoke#1"	9	0	11	0	2	9	0	0	5	5	"TSW#4, FER#1, REP#2, LVR#1, FOL#3"
"lonely"	"Adje"	10		"B1"	"places#3"	"beds#1"	"good#1"	6	0	9	3	1	5	0	0	5	6	"TSW#3, SPN#1, RED#3, MID#1, TPD#1"
"loose"	"Adje, Verb, Adve"	10		"B2"	"lips#1"	""	""	5	0	3	3	0	0	0	0	2	2	"NEN#1, EVE#2"
"lost"	"Adje"	10		"A2"	"your#4"	"again#3"	"hope#2"	4	0	74	25	11	33	0	5	13	40	"TSW#1, FER#6, SPN#4, RED#5, NEN#18, ...MANY"
"loud"	"Adje, Adve"	10		"A2"	"heartbeats#1"	"opinion#1"	"sayin'#1"	4	0	11	3	2	6	0	0	6	8	"SPN#2, RED#1, NEN#2, LVR#4, FOL#1, ...MANY"
"loudest"	"Adje"	10		"A2"	"woman#1"	""	""	7	0	1	0	0	1	0	0	1	1	"FOL#1"
"lovely"	"Adje, Noun"	10		"A2"	"bouquet#7"	"bride#1"	"bride-to-be#1"	6	0	11	1	1	9	0	0	3	5	"SPN#1, EVE#1, LSG#9"
"magic"	"Adje, Noun"	10		"B1"	"love#5"	"i've#4"	"fabric#1"	5	0	20	2	0	18	0	0	6	8	"FER#8, SPN#3, RED#6, NEN#1, TPD#1, ...MANY"
"magic's"	"Adje, Noun"	10		"B1"	""	""	""	7	0	1	0	0	1	0	0	1	1	"RED#1"
"missin'"	"Adje, Cont"	10		"A2"	""	""	""	7	0	6	0	0	6	0	0	2	2	"SPN#3, RED#3"
"missing"	"Adje"	10		"A2"	"him#3"	"your#2"	"lovers#1"	7	0	9	3	1	5	0	0	4	6	"TSW#1, RED#3, EVE#4, LSG#1"
"naked"	"Adje"	10		"B2"	""	""	""	5	0	2	2	0	0	0	0	2	2	"TPD#1, LSG#1"
"nasty"	"Adje, Noun"	10		"B2"	"scar#4"	""	""	5	0	5	0	1	4	0	0	2	2	"NEN#4, LSG#1"
"odd"	"Adje"	10		"B1"	"man#1"	""	""	3	0	1	1	0	0	0	0	1	1	"TPD#1"
"orange"	"Adje, Noun"	10		"A1"	"bottles#1"	""	""	6	0	1	1	0	0	0	0	1	1	"LVR#1"
"organic"	"Adje, Noun"	10		"B2"	"shoes#1"	""	""	7	0	1	0	0	0	0	1	1	1	"RED#1"
"pale"	"Adje, Verb"	10		"B1"	"blue#1"	""	""	4	0	1	1	0	0	0	0	1	1	"RED#1"
"peaceful"	"Adje"	10		"B1"	""	""	""	8	0	3	0	0	3	0	0	1	1	"LVR#3"
"permanent"	"Adje, Noun"	10		"B2"	"mark#2"	"damage#1"	""	9	0	3	1	0	2	0	0	2	2	"RED#1, NEN#2"
"pink"	"Adje, Noun"	10		"A1"	"skies#1"	"sky#1"	"Sunrise-Boulevard#1"	4	0	5	3	0	2	0	0	4	4	"NEN#1, LVR#1, TPD#2, LSG#1"
"plain"	"Adje, Noun, Adve"	10		"B2"	"sight#3"	""	""	5	0	3	1	1	0	0	1	3	3	"NEN#1, MID#1, TPD#1"
"precious"	"Adje, Adve"	10		"B2"	"adorable#1"	"things#1"	""	8	0	2	2	0	0	0	0	2	2	"SPN#1, LSG#1"
"productive"	"Adje"	10		"C1"	"it's#2"	""	""	10	0	2	0	0	2	0	0	1	1	"TPD#2"
"raw"	"Adje"	10		"B2"	"right#1"	""	""	3	0	1	1	0	0	0	0	1	1	"MID#1"
"rear"	"Adje, Noun, Verb"	10		"C1"	"view#1"	""	""	4	0	1	1	0	0	0	0	1	1	"EVE#1"
"related"	"Adje"	10		"B1"	""	""	""	7	0	1	1	0	0	0	0	1	1	"EVE#1"
"remarkable"	"Adje"	10		"B2"	""	""	""	10	0	1	1	0	0	0	0	1	1	"TPD#1"
"ridiculous"	"Adje"	10		"B2"	""	""	""	10	0	1	1	0	0	0	0	1	1	"TPD#1"
"romantic"	"Adje, Noun"	10		"B1"	"how#1"	""	""	8	0	10	1	3	3	0	3	4	4	"NEN#2, FOL#1, TPD#1, LSG#6"
"rough"	"Adje, Verb, Adve, Noun"	10		"B1"	""	""	""	5	0	4	1	0	3	0	0	2	2	"SPN#3, EVE#1"
"running"	"Adje, Noun"	10		"A2"	"through#2"	"each#1"	"like#1"	7	0	10	3	0	7	0	0	4	7	"SPN#2, LVR#5, FOL#2, OTH#1"
"sacred"	"Adje"	10		"C1"	"prayer#5"	"new#1"	"oasis#1"	6	0	7	0	1	2	0	4	3	3	"RED#5, REP#1, LVR#1"
"sexy"	"Adje"	10		"B2"	"baby#1"	"once#1"	""	4	0	2	1	1	0	0	0	2	2	"MID#1, TPD#1"
"shared"	"Adje"	10		""	"dinners#1"	"your#1"	""	6	0	2	1	1	0	0	0	2	2	"NEN#1, TPD#1"
"slight"	"Adje, Noun, Verb"	10		"B2"	"malfunction#1"	""	""	6	0	1	0	1	0	0	0	1	1	"MID#1"
"smooth"	"Adje, Verb"	10		"B1"	"operators#3"	""	""	6	0	3	0	0	3	0	0	1	1	"LSG#3"
"so-called"	"Adje"	10		"B2"	"friends#2"	""	""	9	0	2	1	1	0	0	0	2	2	"RED#1, EVE#1"
"superior"	"Adje, Noun"	10		"C1"	"thinkin'#1"	""	""	8	0	1	0	0	1	0	0	1	1	"RED#1"
"temporary"	"Adje, Noun"	10		"B2"	"speed-bump#1"	""	""	9	0	2	1	1	0	0	0	2	2	"TPD#1, LSG#1"
"tight"	"Adje, Adve"	10		"B1"	"little#3"	"give#1"	""	5	0	7	2	1	4	0	0	4	5	"TSW#1, FER#1, NEN#4, TPD#1"
"tighter"	"Adje"	10		"B1"	"each#1"	""	""	7	0	1	1	0	0	0	0	1	1	"TPD#1"
"wet"	"Adje, Verb, Noun"	10		"A2"	"cement#1"	"through#1"	""	3	0	3	1	1	1	0	0	3	3	"NEN#1, TPD#1, LSG#1"
"wise"	"Adje"	10		"B2"	"men#4"	"beyond#1"	""	4	0	7	7	0	0	0	0	3	5	"LVR#1, EVE#1, TPD#5"
"wiser"	"Adje"	10		"B2"	""	""	""	5	0	3	3	0	0	0	0	2	2	"EVE#2, MID#1"
"wisest"	"Adje"	10		"B2"	"women#1"	""	""	6	0	1	1	0	0	0	0	1	1	"MID#1"
"wooden"	"Adje"	10		"A2"	"floors#1"	""	""	6	0	1	1	0	0	0	0	1	1	"EVE#1"
"working"	"Adje, Noun"	10		"A2"	"part-time#1"	""	""	7	0	1	1	0	0	0	0	1	1	"SPN#1"
"written"	"Adje"	10		"B1"	"mine#3"	""	""	7	0	5	1	1	3	0	0	2	3	"SPN#1, TPD#4"
"badly"	"Adve"	10		"A2"	""	""	""	5	0	1	1	0	0	0	0	1	1	"SPN#1"
"gently"	"Adve"	10		""	""	""	""	6	0	1	0	1	0	0	0	1	1	"TPD#1"
"honestly"	"Adve"	10		""	"baby#3"	"wild#2"	"believed#1"	8	0	15	3	4	8	0	0	5	7	"TSW#1, FER#2, REP#4, TPD#5, LSG#3"
"lately"	"Adve"	10		"B2"	"i've#3"	"she's#2"	"we've#2"	6	0	11	4	3	4	0	0	5	5	"SPN#1, REP#2, LVR#1, MID#5, LSG#2"
"nowhere"	"Adve"	10		"A2"	""	""	""	7	0	3	2	0	1	0	0	3	3	"TSW#1, RED#1, FOL#1"
"quietly"	"Adve"	10		"A2"	""	""	""	7	0	1	0	1	0	0	0	1	1	"FOL#1"
"wherever"	"Adve"	10		""	""	""	""	8	0	4	0	0	4	0	0	1	1	"EVE#4"
"bye"	"Inte, Noun"	10		"A1"	"baby#9"	""	""	3	26	26	0	0	26	0	0	1	1	"FER#26"
"goodbye"	"Inte"	10		"A1"	"like#4"	"is#2"	"mr.#2"	7	9	35	5	3	24	0	3	10	18	"TSW#1, FER#4, SPN#4, RED#6, NEN#1, ...MANY"
"goodbye's"	"Inte"	10		"A1"	""	""	""	9	0	1	1	0	0	0	0	1	1	"FER#1"
"ooh"	"Inte"	10		""	"look#10"	"we'll#9"	"woah-oh#6"	3	83	206	8	16	111	8	21	11	41	"FER#1, SPN#7, RED#43, NEN#14, REP#22, ...MANY"
"acid"	"Noun, Adje"	10		"B2"	"rain#1"	"rock#1"	""	4	0	2	1	0	0	0	1	2	2	"NEN#1, EVE#1"
"actress"	"Noun"	10		"A1"	"starrin'#4"	"woah#3"	"askin'#1"	7	0	8	1	4	3	0	0	3	3	"SPN#3, RED#1, REP#4"
"adventures"	"Noun"	10		"A2"	""	""	""	10	0	1	1	0	0	0	0	1	1	"FOL#1"
"apologies"	"Noun"	10		"B2"	"he'll#1"	""	""	9	0	1	1	0	0	0	0	1	1	"RED#1"
"apology"	"Noun"	10		"B2"	""	""	""	7	0	2	2	0	0	0	0	2	2	"FER#1, RED#1"
"architect"	"Noun"	10		"A2"	"i'm#2"	""	""	9	0	2	0	0	2	0	0	1	1	"LVR#2"
"asshole"	"Noun"	10		""	"outlaw#1"	""	""	7	0	1	1	0	0	0	0	1	1	"MID#1"
"basement"	"Noun"	10		"B2"	""	""	""	8	0	3	0	0	3	0	0	1	1	"MID#3"
"beast"	"Noun"	10		"C1"	""	""	""	5	0	1	0	1	0	0	0	1	1	"TPD#1"
"bell"	"Noun, Verb"	10		"B1"	"rings#1"	""	""	4	0	1	1	0	0	0	0	1	1	"LVR#1"
"bells"	"Noun"	10		"B1"	"ring#1"	""	""	5	0	1	1	0	0	0	0	1	1	"LVR#1"
"belt"	"Noun, Verb"	10		"A2"	"is#1"	""	""	4	0	1	1	0	0	0	0	1	1	"RED#1"
"bench"	"Noun, Verb"	10		"C1"	"thinking#1"	""	""	5	0	3	1	0	2	0	0	2	2	"FER#1, EVE#2"
"benches"	"Noun"	10		"C1"	""	""	""	7	0	2	0	0	2	0	0	1	1	"TPD#2"
"blades"	"Noun"	10		"C1"	""	""	""	6	0	1	1	0	0	0	0	1	1	"LSG#1"
"blankets"	"Noun, Verb"	10		"B2"	"over#1"	""	""	8	0	1	0	1	0	0	0	1	1	"EVE#1"
"blues"	"Noun"	10		"A1"	"come#2"	"when#2"	""	5	0	10	1	0	8	0	1	4	5	"RED#1, FOL#3, MID#4, LSG#2"
"boots"	"Noun, Verb"	10		"A1"	"beneath#1"	""	""	5	0	1	1	0	0	0	0	1	1	"EVE#1"
"bricks"	"Noun"	10		"B2"	""	""	""	6	0	4	0	0	4	0	0	1	1	"NEN#4"
"bullet"	"Noun"	10		"B2"	"holes#2"	"had#1"	""	6	0	3	1	2	0	0	0	2	2	"NEN#2, TPD#1"
"butt"	"Noun, Verb"	10		""	""	""	""	4	0	1	1	0	0	0	0	1	1	"LVR#1"
"cabin"	"Noun"	10		"B2"	"creakin'#1"	""	""	5	0	1	0	0	1	0	0	1	1	"EVE#1"
"candy"	"Noun, Verb"	10		""	""	""	""	5	0	1	1	0	0	0	0	1	1	"MID#1"
"ceiling"	"Noun"	10		"B1"	""	""	""	7	0	4	1	1	2	0	0	1	2	"MID#4"
"ceilings"	"Noun"	10		"B1"	""	""	""	8	0	1	0	0	1	0	0	1	1	"TPD#1"
"cents"	"Noun"	10		"A1"	"each#1"	""	""	5	0	1	1	0	0	0	0	1	1	"SPN#1"
"champion"	"Noun, Verb, Adje"	10		"B1"	"ring#1"	""	""	8	0	1	1	0	0	0	0	1	1	"EVE#1"
"champions"	"Noun, Verb"	10		"B1"	"tonight#1"	""	""	9	0	1	0	1	0	0	0	1	1	"FER#1"
"chaos"	"Noun"	10		"C1"	""	""	""	5	0	4	1	0	1	0	2	1	1	"TPD#4"
